2021-12-16 10:47:14.179  WARN 50804 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h33m33s361ms539µs700ns).
2021-12-16 23:07:47.414 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.418 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.423 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据7(String), 测试标题数据7(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.429 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.432 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.435 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据8(String), 测试标题数据8(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.443 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.446 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.447 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据9(String), 测试标题数据9(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.455 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.457 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.459 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据10(String), 测试标题数据10(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.466 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.468 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.470 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据11(String), 测试标题数据11(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.477 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.481 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.482 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据12(String), 测试标题数据12(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.491 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.495 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.497 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据13(String), 测试标题数据13(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.507 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.512 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.515 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据14(String), 测试标题数据14(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.524 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.530 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.533 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据15(String), 测试标题数据15(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.541 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.546 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.548 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据16(String), 测试标题数据16(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.556 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.560 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.561 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据17(String), 测试标题数据17(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.568 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.570 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.572 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据18(String), 测试标题数据18(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.580 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.582 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==>  Preparing: INSERT INTO t_blog ( content, title, views, appreciation, commentabled, published, recommend, share_statement, create_time, update_time ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2021-12-16 23:07:47.582 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : ==> Parameters: 测试内容数据19(String), 测试标题数据19(String), 0(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp)
2021-12-16 23:07:47.589 DEBUG 13992 --- [main] com.cdt.blog.dao.BlogMapper.insert       : <==    Updates: 1
2021-12-16 23:07:47.711  INFO 13992 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 23:07:47.752  INFO 13992 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2021-12-16 23:07:47.798  INFO 13992 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2021-12-16 23:08:03.013 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.selectById   : ==>  Preparing: SELECT id,content,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time FROM t_blog WHERE id=? 
2021-12-16 23:08:03.014 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.selectById   : ==> Parameters: 1(Long)
2021-12-16 23:08:03.015 TRACE 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.selectById   : <==    Columns: id, content, title, first_picture, flag, views, appreciation, description, commentabled, published, recommend, share_statement, create_time, update_time
2021-12-16 23:08:03.015 TRACE 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.selectById   : <==        Row: 1, <<BLOB>>, 我是张三, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:08:03.016 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.selectById   : <==      Total: 1
2021-12-16 23:08:03.052 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.updateById   : ==>  Preparing: UPDATE t_blog SET content=?, title=?, views=?, appreciation=?, commentabled=?, published=?, recommend=?, share_statement=?, create_time=?, update_time=? WHERE id=? 
2021-12-16 23:08:03.055 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.updateById   : ==> Parameters: fda回个电话的(String), 我是张三(String), 1(Integer), true(Boolean), true(Boolean), true(Boolean), true(Boolean), true(Boolean), 2021-12-17 06:56:58.0(Timestamp), 2021-12-17 06:56:58.0(Timestamp), 1(Long)
2021-12-16 23:08:03.064 DEBUG 5316 --- [XNIO-1 task-4] com.cdt.blog.dao.BlogMapper.updateById   : <==    Updates: 1
2021-12-16 23:12:33.959  INFO 5316 --- [SpringContextShutdownHook] io.undertow                              : stopping server: Undertow - 2.1.4.Final
2021-12-16 23:12:33.970  INFO 5316 --- [SpringContextShutdownHook] io.undertow.servlet                      : Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-12-16 23:12:33.998  INFO 5316 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 23:12:34.001  INFO 5316 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2021-12-16 23:12:34.011  INFO 5316 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2021-12-16 23:13:03.644  INFO 12372 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Starting CdtBlogApplication on DESKTOP-BE3EDKT with PID 12372 (E:\Code\JAVA\CdtBlog\target\classes started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 23:13:03.662  INFO 12372 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : The following profiles are active: dev
2021-12-16 23:13:03.758  INFO 12372 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-16 23:13:03.759  INFO 12372 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-16 23:13:05.166  INFO 12372 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 23:13:05.169  INFO 12372 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 23:13:05.221  INFO 12372 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 35ms. Found 0 Redis repository interfaces.
2021-12-16 23:13:06.129  WARN 12372 --- [restartedMain] io.undertow.websockets.jsr               : UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2021-12-16 23:13:06.153  INFO 12372 --- [restartedMain] io.undertow.servlet                      : Initializing Spring embedded WebApplicationContext
2021-12-16 23:13:06.154  INFO 12372 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2394 ms
2021-12-16 23:13:08.690  INFO 12372 --- [restartedMain] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 23:13:09.376  INFO 12372 --- [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 23:13:09.486  INFO 12372 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2021-12-16 23:13:10.463  WARN 12372 --- [restartedMain] c.b.m.core.metadata.TableInfoHelper      : Can not find table primary key in Class: "com.cdt.blog.model.entity.BlogTags".
2021-12-16 23:13:10.663  INFO 12372 --- [restartedMain] io.undertow                              : starting server: Undertow - 2.1.4.Final
2021-12-16 23:13:10.673  INFO 12372 --- [restartedMain] org.xnio                                 : XNIO version 3.8.0.Final
2021-12-16 23:13:10.679  INFO 12372 --- [restartedMain] org.xnio.nio                             : XNIO NIO Implementation Version 3.8.0.Final
2021-12-16 23:13:10.716  INFO 12372 --- [restartedMain] org.jboss.threads                        : JBoss Threads version 3.1.0.Final
2021-12-16 23:13:10.755  INFO 12372 --- [restartedMain] o.s.b.w.e.undertow.UndertowWebServer     : Undertow started on port(s) 9001 (http) with context path '/api/v1'
2021-12-16 23:13:10.930  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.028  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.092  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.134  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.158  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.196  WARN 12372 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 23:13:11.234  INFO 12372 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Started CdtBlogApplication in 8.582 seconds (JVM running for 11.723)
2021-12-16 23:16:51.775  INFO 12372 --- [XNIO-1 task-1] io.undertow.servlet                      : Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-12-16 23:16:51.776  INFO 12372 --- [XNIO-1 task-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2021-12-16 23:16:51.790  INFO 12372 --- [XNIO-1 task-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 14 ms
2021-12-16 23:16:51.942  INFO 12372 --- [XNIO-1 task-2] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2021-12-16 23:16:52.100  INFO 12372 --- [XNIO-1 task-2] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2021-12-16 23:16:52.122 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT sum(views) as total_views FROM articles 
2021-12-16 23:16:52.148 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT COUNT(1) FROM t_blog 
2021-12-16 23:16:52.150 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 
2021-12-16 23:16:52.150 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:16:52.169 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: COUNT(1)
2021-12-16 23:16:52.170 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 21
2021-12-16 23:16:52.172 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: total_views
2021-12-16 23:16:52.173 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 47
2021-12-16 23:16:52.175 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 1
2021-12-16 23:16:52.180 DEBUG 12372 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : ==>  Preparing: SELECT COUNT( 1 ) FROM articles 
2021-12-16 23:16:52.181 DEBUG 12372 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : ==> Parameters: 
2021-12-16 23:16:52.182 TRACE 12372 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==    Columns: COUNT( 1 )
2021-12-16 23:16:52.182 TRACE 12372 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==        Row: 24
2021-12-16 23:16:52.184 DEBUG 12372 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==      Total: 1
2021-12-16 23:16:52.191 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT id,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time FROM t_blog LIMIT ?,? 
2021-12-16 23:16:52.192 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 0(Long), 5(Long)
2021-12-16 23:16:52.193 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: id, title, first_picture, flag, views, appreciation, description, commentabled, published, recommend, share_statement, create_time, update_time
2021-12-16 23:16:52.196 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 1, 我是张三, null, null, 1, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:16:52.197 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 23, 测试标题数据0, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:16:52.198 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 24, 测试标题数据1, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:16:52.199 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 25, 测试标题数据2, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:16:52.201 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 26, 测试标题数据3, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:16:52.202 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==      Total: 5
2021-12-16 23:16:52.363 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : ==>  Preparing: SELECT tags FROM articles 
2021-12-16 23:16:52.364 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : ==> Parameters: 
2021-12-16 23:16:52.365 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==    Columns: tags
2021-12-16 23:16:52.366 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:16:52.366 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.366 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++
2021-12-16 23:16:52.367 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++,高数
2021-12-16 23:16:52.367 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.368 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.368 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.369 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.369 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.369 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.370 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.370 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.371 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.371 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.371 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.371 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.372 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT category as 'name',count(1) as 'count' FROM articles GROUP BY category 
2021-12-16 23:16:52.372 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:16:52.373 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.373 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.374 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.374 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: name, count
2021-12-16 23:16:52.374 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: JAVA, 2
2021-12-16 23:16:52.374 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.375 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:16:52.375 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: MYSQL, 2
2021-12-16 23:16:52.375 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.375 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 设计模式, 20
2021-12-16 23:16:52.375 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
